27.51983,65.42911,"[20918]","[20918]"
29.85467,62.78361,"S","[21305]"
21.55178,61.13342,"[22135]","[22135]"
21.56536,61.13528,"W","[22136]"
21.61358,61.12569,"SO","[22137]"
21.72536,61.11267,"O","[22138]"
21.77069,61.10483,"W","[22139]"
21.79164,61.10028,"W","[22140]"
21.84786,61.09761,"W","[22141]"
21.95425,61.12397,"NO","[22143]"
22.12258,61.13131,"O","[22144]"
22.14519,61.13139,"W","[22145]"
22.17103,61.13561,"SW","[22146]"
22.70033,61.21375,"S","[22147]"
23.21225,61.38853,"NO","[22148]"
23.33889,61.42333,"NO","[22149]"
23.41117,61.43328,"SW","[22150]"
23.48375,61.45689,"NO","[22151]"
23.52103,61.46828,"SW","[22152]"
26.59681,60.97628,"S","[22153]"
26.61064,60.96225,"NW","[22154]"
26.69564,60.84767,"N","[22155]"
26.69897,60.84464,"S","[22156]"
26.72981,60.83225,"S","[22157]"
26.74081,60.82964,"W","[22158]"
26.79014,60.86381,"N","[22159]"
26.45708,61.06111,"SO","[22160]"
26.46706,61.05850,"W","[22161]"
26.58328,61.02381,"S","[22162]"
26.55783,61.03744,"N","[22163]"
26.54958,61.04269,"S","[22164]"
27.25556,61.47292,"S","[22165]"
27.23933,61.50903,"N","[22166]"
26.68414,63.64803,"[22167]","[22167]"
26.76589,63.62211,"W","[22168]"
26.90647,63.61189,"O","[22169]"
27.08256,63.60369,"W","[22171]"
27.14303,63.60592,"O","[22172]"
27.88914,61.89486,"W","[22173]"
27.84889,61.89750,"O","[22174]"
27.81269,61.89867,"W","[22175]"
27.36294,63.13053,"SO","[22176]"
29.89000,62.51531,"SO","[22177]"
29.89544,62.51242,"NW","[22178]"
29.89567,62.71694,"O","[22179]"
29.90608,62.71761,"W","[22180]"
29.98125,62.73722,"N","[22181]"
30.08269,62.79003,"N","[22183]"
30.08889,62.79389,"SW","[22184]"
30.10233,62.79758,"NO","[22185]"
30.11861,62.80200,"SW","[22186]"
